"name","avg_part"
"Star Wars","76.0000000000000000"
"Disney's Mickey Mouse","76.3333333333333333"
"Supplemental","76.5555555555555556"
"Villains","76.6666666666666667"
"Extreme Team","78.4285714285714286"
"Halloween","78.7857142857142857"
"Island Xtreme Stunts","78.9230769230769231"
"Cargo","79.6666666666666667"
"Basic Model","79.8500000000000000"
"Basic Set","81.5263157894736842"
"Recreation","81.6500000000000000"
"My Own Train","81.9302325581395349"
"Farm","82.5000000000000000"
"Seasonal","82.8000000000000000"
"Race","83.0000000000000000"
"Aquasharks","83.1666666666666667"
"Town Plan","83.7435897435897436"
"Rock Raiders","84.0000000000000000"
"Insectoids","84.1578947368421053"
"Star Wars Episode 4/5/6","84.6666666666666667"
"Mission Deep Sea","84.7058823529411765"
"Recreation","85.4000000000000000"
"Drome Racers","86.5116279069767442"
"Racers","86.6666666666666667"
"Golden Land","87.6666666666666667"
"Toa Okoto","88.3333333333333333"
"Race","88.3442622950819672"
"Traffic","88.4285714285714286"
"Construction","88.5714285714285714"
"Orient Expedition","88.9642857142857143"
"Znap","89.0000000000000000"
"LEGO Brand Store","89.1444444444444444"
"Fire","89.5000000000000000"
"Life On Mars","90.4230769230769231"
"Dimensions","90.7931034482758621"
"Valentine","91.3333333333333333"
"Hospital","91.3333333333333333"
"Blacktron II","91.4285714285714286"
"Arctic","91.4545454545454545"
"Fright Knights","92.5625000000000000"
"Dino Island","93.2631578947368421"
"Spider-Man 2","94.5000000000000000"
"Legoland","95.1250000000000000"
"Ninja","95.3225806451612903"
"Knights Kingdom II","96.5072463768115942"
"Fire","96.5833333333333333"
"Minitalia","98.3125000000000000"
"Promotional","100.0000000000000000"
"Thanksgiving","100.6666666666666667"
"Technic","100.8000000000000000"
"Hospital","102.0000000000000000"
"Star Wars Expanded Universe","102.0000000000000000"
"Creator","102.4444444444444444"
"Space Port","103.1428571428571429"
"Fire","104.2857142857142857"
"Ice Planet 2002","106.1818181818181818"
"Speedorz","106.9615384615384615"
"Outback","107.6000000000000000"
"Police","107.6250000000000000"
"Friends","107.8000000000000000"
"Hospital","108.2222222222222222"
"Desert","108.3076923076923077"
"Crusaders","109.0000000000000000"
"Star Wars Episode 2","109.0000000000000000"
"Hospital","109.6666666666666667"
"Legoland Parks","111.3043478260869565"
"Legend Beasts","111.6000000000000000"
"Supplemental","112.8181818181818182"
"Food & Drink","113.0714285714285714"
"Gas Station","113.4285714285714286"
"Star Wars Episode 8","115.0000000000000000"
"Gears","115.1111111111111111"
"Police","115.5000000000000000"
"Classic Space","116.7303370786516854"
"Traffic","117.3076923076923077"
"Brickheadz","119.7142857142857143"
"Space Police II","121.7500000000000000"
"Coast Guard","122.5000000000000000"
"Fire","123.0000000000000000"
"Gas Station","123.5000000000000000"
"Wolfpack","124.6666666666666667"
"Knights Kingdom I","125.0000000000000000"
"Bionicle","126.5000000000000000"
"Harbor","127.0000000000000000"
"Lion Knights","127.0000000000000000"
"Building Set with People","127.1333333333333333"
"Jungle","128.2000000000000000"
"Tiny Turbos","128.5652173913043478"
"Superman","129.0000000000000000"
"Futuron","129.0526315789473684"
"Hospital","129.5714285714285714"
"Building","131.2500000000000000"
"Spyrius","131.8888888888888889"
"Airjitzu","132.0000000000000000"
"Paradisa","132.0555555555555556"
"Playhouse","132.6428571428571429"
"Power Racers","132.9615384615384615"
"Traffic","133.0156250000000000"
"Building","133.6190476190476190"
"Boat","134.3333333333333333"
"Juniors","134.4545454545454545"
"Res-Q","134.9000000000000000"
"Christmas","134.9750000000000000"
"Pirates","137.3333333333333333"
"Cargo","137.5000000000000000"
"Iron Man","137.6000000000000000"
"Airport","140.5000000000000000"
"Aquanauts","140.5000000000000000"
"Fire","140.5161290322580645"
"Black Knights","143.9285714285714286"
"EV3","144.0000000000000000"
"Skull Spiders","145.0000000000000000"
"Castle","145.0000000000000000"
"Speed Slammers","147.5000000000000000"
"Justice League","149.2727272727272727"
"Royal Knights","149.4444444444444444"
"Homemaker","149.6250000000000000"
"Alpha Team","150.3333333333333333"
"City","152.2203389830508475"
"Indians","152.2222222222222222"
"Pirates I","154.9534883720930233"
"Titans","155.5862068965517241"
"Robot","157.0000000000000000"
"Classic","159.3333333333333333"
"M:Tron","159.8888888888888889"
"RCX","162.5454545454545455"
"Fire","162.9180327868852459"
"Sorcerer's Stone","163.1428571428571429"
"Castle","164.4000000000000000"
"Police","165.4285714285714286"
"Forestmen","168.0000000000000000"
"Fire","169.5000000000000000"
"Nexo Knights","170.2571428571428571"
"Jurassic Park III","171.5000000000000000"
"Station","174.1500000000000000"
"Coast Guard","174.3888888888888889"
"Friends","176.6145833333333333"
"4.5V","176.6666666666666667"
"Aquaraiders I","178.0000000000000000"
"Warriors","178.2941176470588235"
"Riding Cycle","178.5384615384615385"
"Stingrays","179.0000000000000000"
"X-Men","179.6666666666666667"
"Bricktober","180.6250000000000000"
"Police","182.0303030303030303"
"Exploriens","183.5555555555555556"
"Radio Control","185.4615384615384615"
"Spider-Man","186.4375000000000000"
"Star Wars Episode 1","187.0000000000000000"
"Police","188.4271844660194175"
"Power Miners","189.8260869565217391"
"Farm","191.6250000000000000"
"World City","193.1428571428571429"
"Time Cruisers","193.8888888888888889"
"Harbor","196.0000000000000000"
"Super Heroes","197.0434782608695652"
"Cowboys","197.2307692307692308"
"Supplemental","198.5000000000000000"
"Other","199.3783783783783784"
"Airport","200.3414634146341463"
"Harbor","201.9444444444444444"
"Harbor","202.0000000000000000"
"Coast Guard","202.6666666666666667"
"Off-Road","203.3333333333333333"
"Hydronauts","203.4000000000000000"
"Toy Story","204.5333333333333333"
"Cars","204.6296296296296296"
"Islanders","205.0000000000000000"
"Basic","205.8113207547169811"
"Pharaoh's Quest","206.8888888888888889"
"Black Falcons","208.0000000000000000"
"Launch Command","208.3333333333333333"
"Space Police I","211.3333333333333333"
"Ninjago","213.8952879581151832"
"Imperial Soldiers","214.3333333333333333"
"Disney Princess","214.9629629629629630"
"Construction","215.8048780487804878"
"Exo-Force","215.8297872340425532"
"Prisoner of Azkaban","217.7272727272727273"
"Imperial Armada","219.0000000000000000"
"Star Wars Episode 7","219.2631578947368421"
"Designer Sets","220.0714285714285714"
"Legends of Chima","221.0952380952380952"
"Coast Guard","222.3750000000000000"
"Cargo","224.5000000000000000"
"Building","224.5000000000000000"
"Alien Conquest","226.6000000000000000"
"Star Wars Other","226.7916666666666667"
"Chamber of Secrets","227.3000000000000000"
"Atlantis","228.0434782608695652"
"Classic Basic","228.9130434782608696"
"Game","230.2363636363636364"
"Marvel","230.8666666666666667"
"Cargo","233.7500000000000000"
"Boat","238.0000000000000000"
"Fusion","238.0000000000000000"
"Advent","239.3333333333333333"
"Ferries","240.0666666666666667"
"Mission Deep Freeze","240.1250000000000000"
"Harbor","241.3636363636363636"
"Freestyle","242.5573770491803279"
"Dino Attack","245.2000000000000000"
"Space Police III","246.0000000000000000"
"Spybiotics","246.7500000000000000"
"Dark Forest","249.6666666666666667"
"Train","250.0000000000000000"
"RoboForce","250.0000000000000000"
"Expert Builder","252.2750000000000000"
"Train","253.0000000000000000"
"Pirates III","254.7777777777777778"
"Jungle Rescue","259.1666666666666667"
"Divers","262.4444444444444444"
"Technic","262.5988372093023256"
"Basic Set","267.1304347826086957"
"Guardians of the Galaxy","268.0000000000000000"
"Arctic","271.1000000000000000"
"Cargo","272.0000000000000000"
"Harbor","272.1666666666666667"
"Coast Guard","273.0000000000000000"
"Universal Building Set","273.4285714285714286"
"Star Wars Episode 1","273.9130434782608696"
"Aquaraiders II","274.3333333333333333"
"Fantasy Era","276.2142857142857143"
"Factory","277.2926829268292683"
"Vehicles","279.0000000000000000"
"Batman","280.4946236559139785"
"Star Wars Episode 3","282.4411764705882353"
"Creator","282.5000000000000000"
"Pirates","286.1250000000000000"
"Kingdoms","287.7500000000000000"
"Planet Series 3","290.0000000000000000"
"Blacktron I","290.5714285714285714"
"Inventor","291.0000000000000000"
"Dino 2010","292.0000000000000000"
"The Battle of the Five Armies","293.3333333333333333"
"Town","293.5833333333333333"
"Last Crusade","294.0000000000000000"
"Pirates II","295.4545454545454545"
"World Racers","296.2500000000000000"
"Harry Potter","297.0384615384615385"
"Traffic","297.3750000000000000"
"Basic Set","297.7654320987654321"
"Classic Castle","298.4285714285714286"
"Architecture","300.6440677966101695"
"Competition","302.6470588235294118"
"The Desolation of Smaug","303.5000000000000000"
"Airport","303.5862068965517241"
"Star Wars Episode 2","303.6956521739130435"
"Scooby-Doo","304.8333333333333333"
"Hobby Sets","305.1666666666666667"
"Race","308.2333333333333333"
"Elves","308.2333333333333333"
"Avengers","310.0370370370370370"
"Star Wars","310.0857142857142857"
"The Lone Ranger","310.2500000000000000"
"Prince of Persia","310.6666666666666667"
"Robot","311.6666666666666667"
"Raiders of the Lost Ark","311.8000000000000000"
"Arctic Technic","312.2500000000000000"
"SpongeBob SquarePants","312.3571428571428571"
"Mars Mission","313.5263157894736842"
"Riding Cycle","314.0000000000000000"
"An Unexpected Journey","314.2222222222222222"
"Dino","317.7142857142857143"
"12V","319.4285714285714286"
"Star Wars Rebels","323.3600000000000000"
"Speed Champions","327.9130434782608696"
"The Fellowship of the Ring","329.4000000000000000"
"Space","335.0000000000000000"
"Teenage Mutant Ninja Turtles","335.0476190476190476"
"9V","336.9230769230769231"
"Castle","337.0000000000000000"
"Star Wars Rogue One","340.7857142857142857"
"Supplemental","343.5714285714285714"
"Kingdom of the Crystal Skull","347.2500000000000000"
"Unitron","349.2500000000000000"
"Star Wars Clone Wars","350.8387096774193548"
"Learning","354.1666666666666667"
"Speed Racer","360.2500000000000000"
"Playsets","361.9230769230769231"
"Galaxy Squad","364.0000000000000000"
"Discovery","364.7500000000000000"
"My Own Creation","367.5000000000000000"
"Monster Fighters","369.1333333333333333"
"Rahi","373.2000000000000000"
"Airport","375.2000000000000000"
"Classic","382.3571428571428571"
"Pirates of the Caribbean","384.5882352941176471"
"Track System","385.0000000000000000"
"Airport","385.3333333333333333"
"Off-Road","388.8750000000000000"
"Supplemental","388.9545454545454545"
"The LEGO Movie","392.0689655172413793"
"Skylines","395.0000000000000000"
"Angry Birds","395.5000000000000000"
"Vikings","398.2857142857142857"
"Jungle","400.5000000000000000"
"Jurassic World","404.5714285714285714"
"Goblet of Fire","417.8000000000000000"
"Star Wars Episode 4/5/6","419.8220338983050847"
"Ferrari","420.1562500000000000"
"Ultra Agents","420.4666666666666667"
"Agents","429.7692307692307692"
"Battle Vehicles","430.3333333333333333"
"NXT","434.0000000000000000"
"Temple of Doom","448.0000000000000000"
"Creature","449.7500000000000000"
"Building Set with People","469.5000000000000000"
"Castle","471.0000000000000000"
"Educational and Dacta","473.2424242424242424"
"Town","476.4687500000000000"
"Minecraft","508.9259259259259259"
"Basic Set","511.8432835820895522"
"RCX","526.8571428571428571"
"Master Building Academy","539.0000000000000000"
"The Return of the King","545.3333333333333333"
"Ghostbusters","552.0000000000000000"
"Avatar","562.0000000000000000"
"Traffic","563.0000000000000000"
"Model","563.5454545454545455"
"Trains","580.6000000000000000"
"LEGO Ideas and CUUSOO","592.2352941176470588"
"RC Train","595.0000000000000000"
"Space","598.0000000000000000"
"Construction","600.4426229508196721"
"Star Wars","618.0000000000000000"
"My Own Creation","629.0000000000000000"
"Universal Building Set","649.7692307692307692"
"Fire","664.2500000000000000"
"Farm","665.0000000000000000"
"Building","667.0000000000000000"
"Star Wars Episode 2","675.0000000000000000"
"Model Team","683.1875000000000000"
"Model","693.6363636363636364"
"eLAB","713.0000000000000000"
"Lamborghini","770.0000000000000000"
"Fire","771.0000000000000000"
"Williams F1","787.5000000000000000"
"Mindstorms","850.4000000000000000"
"The Two Towers","869.2000000000000000"
"Order of the Phoenix","904.0000000000000000"
"Building","919.9090909090909091"
"Traffic","1001.5384615384615385"
"Recreation","1066.0000000000000000"
"Star Wars Episode 3","1084.0000000000000000"
"Harbor","1279.0000000000000000"
"Mini","1358.0000000000000000"
"FIRST LEGO League","1387.0000000000000000"
"Creator","1437.0000000000000000"
"Ultimate Collector Series","1455.5000000000000000"
"Sculptures","1716.6956521739130435"
"Town Plan","2017.0000000000000000"
"Mosaic","2099.8571428571428571"
"Ultimate Collector Series","2130.0000000000000000"
"Star Wars Episode 4/5/6","2199.7058823529411765"
"Modular Buildings","2350.5833333333333333"
"Disney","4060.0000000000000000"
